module(equipment),timestamp,localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy,suspicious_reason,accum_diff
13(3호기),2025-03-09 10:24:05,2025-03-09 02:24:05,1,213.07,211.6,212.75,367.76,367.49,368.76,24.82,16.36,23.49,3665.84,90.39,95.81,90.91,387.94,9233165,accumActiveEnergy decreased,-3016.0
13(3호기),2025-03-09 10:24:10,2025-03-09 02:24:10,1,213.48,213.74,214.85,369.97,371.16,370.93,20.88,15.05,22.83,3353.9,85.31,97.82,97.84,592.31,9233170,accumActiveEnergy decreased,-3014.0
13(3호기),2025-03-09 10:24:15,2025-03-09 02:24:15,1,217.52,214.08,216.26,373.77,372.67,375.65,22.79,20.97,5.72,2849.0,87.19,93.4,99.95,425.01,9233174,accumActiveEnergy decreased,-3015.0
13(3호기),2025-03-09 10:24:20,2025-03-09 02:24:20,1,217.98,211.45,219.72,371.88,373.39,379.05,28.26,5.31,14.02,2763.47,89.43,96.78,93.89,365.02,9233178,accumActiveEnergy decreased,-3015.0
13(3호기),2025-03-09 10:24:25,2025-03-09 02:24:25,1,213.77,213.39,214.32,369.91,370.4,370.72,18.19,5.29,26.95,2878.1,88.2,99.59,86.03,527.36,9233182,accumActiveEnergy decreased,-3017.0
13(3호기),2025-03-09 10:24:30,2025-03-09 02:24:30,1,216.61,217.05,218.31,375.55,377.03,376.64,10.55,28.97,17.66,3314.06,99.58,85.83,85.24,520.65,9233186,accumActiveEnergy decreased,-3017.0
13(3호기),2025-03-09 10:24:35,2025-03-09 02:24:35,1,217.35,218.83,217.02,377.74,377.45,376.16,5.68,11.05,18.65,2053.31,87.39,98.16,95.1,379.62,9233189,accumActiveEnergy decreased,-3019.0
13(3호기),2025-03-09 10:24:40,2025-03-09 02:24:40,1,217.92,215.05,219.24,374.95,376.09,378.58,6.2,25.11,20.52,2999.63,85.34,89.58,99.74,339.91,9233193,accumActiveEnergy decreased,-3018.0
13(3호기),2025-03-09 10:24:45,2025-03-09 02:24:45,1,214.61,210.55,219.54,368.19,372.46,375.98,23.23,9.58,26.17,3399.18,90.63,95.02,93.62,950.66,9233198,accumActiveEnergy decreased,-3016.0
13(3호기),2025-03-09 10:24:50,2025-03-09 02:24:50,1,219.56,211.59,215.72,373.37,370.05,376.95,18.65,28.08,17.92,3706.98,89.22,90.85,99.57,836.7,9233203,accumActiveEnergy decreased,-3016.0
13(3호기),2025-03-09 10:24:55,2025-03-09 02:24:55,1,213.56,214.37,210.16,370.58,367.64,366.93,10.85,18.38,24.0,3013.58,90.0,90.82,89.91,617.13,9233207,accumActiveEnergy decreased,-3016.0
13(3호기),2025-03-09 10:25:00,2025-03-09 02:25:00,1,210.4,213.32,214.5,366.94,370.5,367.97,17.39,25.36,8.74,2917.87,90.95,86.22,91.15,709.77,9233211,accumActiveEnergy decreased,-3017.0
13(3호기),2025-03-09 10:25:05,2025-03-09 02:25:05,1,218.28,211.0,219.36,371.76,372.69,378.99,25.57,16.29,25.26,3882.46,94.85,98.0,95.28,416.28,9233217,accumActiveEnergy decreased,-3017.0
13(3호기),2025-03-09 10:25:10,2025-03-09 02:25:10,1,216.69,217.58,212.22,376.08,372.21,371.44,12.61,22.32,15.27,2888.45,92.14,98.08,92.06,848.65,9233221,accumActiveEnergy decreased,-3019.0
13(3호기),2025-03-09 10:25:15,2025-03-09 02:25:15,1,219.91,213.64,219.86,375.45,375.41,380.84,20.99,12.65,23.59,3334.75,97.9,95.5,93.14,460.2,9233225,accumActiveEnergy decreased,-3018.0
13(3호기),2025-03-09 10:25:20,2025-03-09 02:25:20,1,217.49,219.33,218.54,378.29,379.2,377.6,15.4,16.99,19.92,3047.53,90.91,96.02,90.22,408.73,9233230,accumActiveEnergy decreased,-3017.0
13(3호기),2025-03-09 10:25:25,2025-03-09 02:25:25,1,218.89,211.03,216.97,372.31,370.64,377.46,25.36,22.88,6.51,3144.71,94.53,98.21,97.23,388.06,9233234,accumActiveEnergy decreased,-3018.0
13(3호기),2025-03-09 10:25:30,2025-03-09 02:25:30,1,218.35,218.26,217.25,378.11,377.16,377.23,28.7,11.26,29.82,4054.76,99.38,93.99,90.3,1199.17,9233240,accumActiveEnergy decreased,-3016.0
13(3호기),2025-03-09 10:25:35,2025-03-09 02:25:35,1,219.12,218.92,212.95,379.34,374.0,374.18,12.15,14.81,13.35,2332.18,88.33,95.46,86.28,417.57,9233243,accumActiveEnergy decreased,-3018.0
13(3호기),2025-03-09 10:25:40,2025-03-09 02:25:40,1,215.19,210.13,218.0,368.33,370.76,375.14,17.35,16.04,9.71,2458.96,91.5,93.73,92.29,370.19,9233246,accumActiveEnergy decreased,-3019.0
13(3호기),2025-03-09 10:25:45,2025-03-09 02:25:45,1,215.73,219.19,217.07,376.64,377.8,374.81,24.33,13.71,10.87,2830.43,96.46,92.94,88.28,418.79,9233250,accumActiveEnergy decreased,-3020.0
13(3호기),2025-03-09 10:25:50,2025-03-09 02:25:50,1,216.17,216.86,213.24,375.0,372.47,371.87,5.59,24.53,9.63,2288.35,88.8,94.34,95.27,234.74,9233253,accumActiveEnergy decreased,-3020.0
13(3호기),2025-03-09 10:25:55,2025-03-09 02:25:55,1,214.26,211.2,216.76,368.45,370.61,373.26,8.96,14.62,25.51,2810.02,98.28,90.18,99.53,304.44,9233257,accumActiveEnergy decreased,-3020.0
13(3호기),2025-03-09 10:26:00,2025-03-09 02:26:00,1,214.27,218.42,210.78,374.71,371.69,368.09,22.61,5.42,22.67,2882.19,87.85,92.73,97.67,324.34,9233261,accumActiveEnergy decreased,-3020.0
13(3호기),2025-03-09 10:26:05,2025-03-09 02:26:05,1,215.0,211.12,210.96,369.02,365.52,368.87,16.4,14.01,19.22,2810.29,91.72,98.1,93.84,488.55,9233265,accumActiveEnergy decreased,-3019.0
13(3호기),2025-03-09 10:26:10,2025-03-09 02:26:10,1,213.56,217.69,217.69,373.46,377.04,373.47,22.24,9.94,23.29,3195.81,93.85,90.12,98.51,673.78,9233270,accumActiveEnergy decreased,-3018.0
13(3호기),2025-03-09 10:26:15,2025-03-09 02:26:15,1,219.92,211.23,215.36,373.37,369.43,376.95,22.1,17.95,29.17,3982.45,93.69,86.93,96.89,1186.44,9233275,accumActiveEnergy decreased,-3018.0
13(3호기),2025-03-09 10:26:20,2025-03-09 02:26:20,1,216.96,219.51,214.98,377.98,376.27,374.06,24.41,10.83,17.57,3053.98,95.26,93.65,99.81,601.97,9233279,accumActiveEnergy decreased,-3018.0
13(3호기),2025-03-09 10:26:25,2025-03-09 02:26:25,1,217.61,216.19,216.32,375.68,374.55,375.79,27.16,14.97,14.52,3276.53,95.51,91.63,86.99,586.26,9233284,accumActiveEnergy decreased,-3017.0
13(3호기),2025-03-09 10:26:30,2025-03-09 02:26:30,1,210.05,214.83,211.18,367.94,368.92,364.78,10.27,7.42,10.15,1572.22,98.54,85.51,99.03,198.77,9233286,accumActiveEnergy decreased,-3018.0
13(3호기),2025-03-09 10:26:35,2025-03-09 02:26:35,1,219.22,213.18,211.07,374.45,367.4,372.63,8.74,13.73,14.06,2082.74,98.11,95.15,86.05,514.82,9233289,accumActiveEnergy decreased,-3019.0
13(3호기),2025-03-09 10:26:40,2025-03-09 02:26:40,1,210.58,213.55,213.92,367.3,370.19,367.62,12.4,11.47,12.49,2062.14,87.94,98.94,91.64,283.49,9233292,accumActiveEnergy decreased,-3020.0
13(3호기),2025-03-09 10:26:45,2025-03-09 02:26:45,1,216.03,214.33,218.95,372.69,375.22,376.7,9.88,9.68,12.75,1866.49,91.24,85.48,89.09,296.91,9233295,accumActiveEnergy decreased,-3022.0
13(3호기),2025-03-09 10:26:50,2025-03-09 02:26:50,1,216.01,212.86,213.65,371.4,369.36,372.09,7.95,17.65,28.74,3097.41,98.52,92.32,92.17,762.18,9233299,accumActiveEnergy decreased,-3022.0
13(3호기),2025-03-09 10:26:55,2025-03-09 02:26:55,1,216.42,218.74,216.0,376.85,376.48,374.48,7.57,5.7,22.23,2049.84,87.68,94.01,96.3,313.42,9233302,accumActiveEnergy decreased,-3025.0
13(3호기),2025-03-09 10:27:00,2025-03-09 02:27:00,1,219.65,218.06,217.67,379.06,377.35,378.72,8.23,22.86,12.64,2545.38,98.84,85.09,88.46,454.71,9233305,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:27:05,2025-03-09 02:27:05,1,211.2,212.57,210.45,366.99,366.34,365.16,7.83,22.41,8.93,2212.55,86.71,93.98,98.45,347.75,9233308,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:27:10,2025-03-09 02:27:10,1,215.44,218.56,218.93,375.84,378.86,376.16,5.23,10.5,28.77,2592.19,95.29,89.21,94.31,395.14,9233312,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:27:15,2025-03-09 02:27:15,1,214.17,211.6,216.07,368.71,370.36,372.59,18.3,20.1,15.27,3059.02,94.54,88.1,86.8,788.37,9233316,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:27:20,2025-03-09 02:27:20,1,211.79,215.14,210.41,369.72,368.52,365.62,22.54,20.26,24.34,3800.95,98.52,99.39,98.7,1104.81,9233321,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:27:25,2025-03-09 02:27:25,1,210.11,211.05,216.3,364.72,370.09,369.27,26.08,7.43,9.5,2427.28,89.52,96.3,85.09,643.97,9233325,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:27:30,2025-03-09 02:27:30,1,219.55,213.98,211.71,375.44,368.65,373.47,18.45,14.6,16.59,2850.09,86.13,93.26,86.86,704.6,9233329,accumActiveEnergy decreased,-3026.0
13(3호기),2025-03-09 10:27:35,2025-03-09 02:27:35,1,218.13,214.28,219.49,374.48,375.65,378.98,19.66,10.68,22.85,3091.75,92.04,99.46,99.77,420.93,9233333,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:27:40,2025-03-09 02:27:40,1,211.66,214.34,216.08,368.92,372.75,370.43,13.59,13.68,27.98,3161.28,94.0,99.09,86.47,331.78,9233337,accumActiveEnergy decreased,-3026.0
13(3호기),2025-03-09 10:27:45,2025-03-09 02:27:45,1,211.92,212.76,213.96,367.78,369.54,368.82,13.56,8.56,15.59,2141.38,98.6,91.29,87.96,284.21,9233340,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:27:50,2025-03-09 02:27:50,1,215.92,215.57,213.09,373.67,371.22,371.52,19.34,16.1,25.19,3470.57,93.32,98.53,98.43,529.67,9233345,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:27:55,2025-03-09 02:27:55,1,213.79,217.37,219.95,373.38,378.72,375.61,10.9,24.98,12.74,2816.81,90.85,85.6,90.69,673.4,9233349,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:28:00,2025-03-09 02:28:00,1,210.46,211.13,214.51,365.1,368.6,368.02,17.42,24.35,29.68,4046.46,85.16,91.69,89.29,445.63,9233355,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:28:05,2025-03-09 02:28:05,1,213.72,210.56,218.96,367.43,371.97,374.7,12.27,27.25,18.18,3291.08,99.77,92.71,94.67,553.3,9233359,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:28:10,2025-03-09 02:28:10,1,211.34,217.27,217.95,371.17,376.9,371.77,9.39,9.94,9.14,1636.0,92.89,87.0,90.54,177.45,9233362,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:28:15,2025-03-09 02:28:15,1,212.87,211.01,211.19,367.08,365.63,367.23,6.28,25.81,15.87,2702.59,95.86,89.01,86.32,810.63,9233365,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:28:20,2025-03-09 02:28:20,1,210.55,211.97,216.98,365.91,371.47,370.24,16.84,16.12,18.51,2928.03,92.86,90.96,96.74,368.31,9233369,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:28:25,2025-03-09 02:28:25,1,215.57,215.61,215.17,373.4,373.05,373.02,11.27,10.49,25.24,2699.18,92.78,97.32,92.84,704.57,9233373,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:28:30,2025-03-09 02:28:30,1,214.12,217.9,216.99,374.13,376.61,373.34,8.82,15.86,10.9,2056.17,88.25,94.4,92.2,533.28,9233376,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:28:35,2025-03-09 02:28:35,1,219.42,212.97,216.6,374.44,372.0,377.59,20.5,17.72,24.92,3645.69,90.12,86.74,86.33,568.08,9233381,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:28:40,2025-03-09 02:28:40,1,211.36,215.05,218.78,369.27,375.7,372.51,20.5,10.39,10.65,2372.3,88.04,85.7,88.71,415.62,9233384,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:28:45,2025-03-09 02:28:45,1,213.04,217.22,210.32,372.61,370.25,366.63,11.28,12.09,23.27,2646.28,98.8,88.61,95.49,655.71,9233388,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:28:50,2025-03-09 02:28:50,1,213.14,210.23,214.8,366.64,368.08,370.59,24.68,8.95,13.84,2697.0,91.26,87.33,86.75,273.79,9233392,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:28:55,2025-03-09 02:28:55,1,217.94,211.14,216.28,371.58,370.15,376.03,14.19,12.21,28.35,3146.91,91.57,85.25,93.31,895.53,9233396,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:29:00,2025-03-09 02:29:00,1,215.06,212.17,219.48,369.98,373.81,376.32,8.53,22.16,17.37,2760.18,97.41,85.09,89.2,610.18,9233400,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:29:05,2025-03-09 02:29:05,1,212.09,216.72,212.57,371.35,371.77,367.75,18.04,19.12,19.43,3226.13,96.42,92.65,99.64,397.63,9233404,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:29:10,2025-03-09 02:29:10,1,211.89,219.17,210.07,373.3,371.72,365.41,27.51,5.52,28.04,3447.95,91.27,97.29,99.22,454.39,9233409,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:29:15,2025-03-09 02:29:15,1,217.51,212.8,217.06,372.64,372.26,376.34,19.3,23.39,14.16,3266.64,96.46,93.03,96.28,890.94,9233414,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:29:20,2025-03-09 02:29:20,1,214.41,217.12,211.94,373.71,371.57,369.22,20.92,26.05,7.79,3144.83,88.03,85.43,86.94,362.04,9233418,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:29:25,2025-03-09 02:29:25,1,212.2,218.58,219.47,373.05,379.35,373.83,12.17,17.67,15.21,2608.61,92.85,97.31,93.81,553.34,9233422,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:29:30,2025-03-09 02:29:30,1,213.12,214.25,217.42,370.1,373.83,372.85,22.93,26.72,25.74,4322.46,91.74,87.9,92.45,1030.42,9233428,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:29:35,2025-03-09 02:29:35,1,217.43,212.22,212.94,372.08,368.2,372.7,28.85,21.57,21.37,4106.73,91.08,93.69,99.25,867.91,9233434,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:29:40,2025-03-09 02:29:40,1,218.93,217.04,216.35,377.55,375.32,376.95,20.43,22.69,9.97,3081.32,89.49,96.53,87.19,817.61,9233438,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:29:45,2025-03-09 02:29:45,1,214.35,216.53,211.72,373.14,370.86,368.98,5.91,28.83,5.11,2291.11,87.39,85.61,90.8,401.22,9233441,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:29:50,2025-03-09 02:29:50,1,214.14,216.1,219.97,372.59,377.64,375.94,18.51,29.62,20.86,3987.58,85.22,91.31,99.42,1087.34,9233447,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:29:55,2025-03-09 02:29:55,1,216.2,216.31,212.73,374.55,371.55,371.46,14.91,17.79,11.04,2512.37,95.97,87.64,96.42,500.36,9233450,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:30:00,2025-03-09 02:30:00,1,219.7,217.93,211.19,378.98,371.61,373.15,22.76,23.97,20.38,3874.01,89.19,92.61,88.5,485.64,9233455,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:30:05,2025-03-09 02:30:05,1,211.45,219.77,216.8,373.43,378.07,370.87,15.52,28.52,5.5,2864.41,87.68,94.92,92.79,446.22,9233459,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:30:10,2025-03-09 02:30:10,1,210.47,215.04,218.75,368.5,375.66,371.7,17.88,22.69,23.33,3665.32,88.58,92.48,93.48,852.22,9233464,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:30:15,2025-03-09 02:30:15,1,217.54,217.92,211.25,377.11,371.66,371.33,23.21,7.88,25.92,3264.42,91.82,96.9,85.15,369.46,9233469,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:30:20,2025-03-09 02:30:20,1,214.61,211.0,216.63,368.58,370.33,373.45,9.74,5.35,13.89,1660.91,92.18,86.14,96.87,380.97,9233471,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:30:25,2025-03-09 02:30:25,1,219.59,211.6,217.45,373.41,371.56,378.47,19.95,11.33,29.08,3493.63,98.5,87.57,92.62,356.11,9233476,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:30:30,2025-03-09 02:30:30,1,216.99,212.29,210.57,371.75,366.2,370.27,16.5,10.71,16.9,2510.18,97.79,92.39,90.88,718.35,9233480,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:30:35,2025-03-09 02:30:35,1,211.32,210.61,215.93,365.39,369.38,370.0,8.91,20.76,12.36,2380.07,96.93,86.31,92.61,336.18,9233483,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:30:40,2025-03-09 02:30:40,1,214.06,217.23,217.71,373.5,376.65,373.91,10.67,27.19,11.73,2865.04,98.12,98.04,92.77,774.66,9233487,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:30:45,2025-03-09 02:30:45,1,211.8,216.49,211.71,370.9,370.81,366.76,27.59,29.92,26.28,4769.45,99.11,94.69,94.47,1244.95,9233494,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:30:50,2025-03-09 02:30:50,1,213.92,218.7,213.93,374.65,374.66,370.52,30.0,24.63,14.07,3950.66,89.31,93.97,90.63,1141.87,9233499,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:30:55,2025-03-09 02:30:55,1,213.11,217.57,212.5,372.97,372.45,368.58,29.97,11.37,5.82,2692.52,88.82,95.34,92.46,754.28,9233503,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:31:00,2025-03-09 02:31:00,1,215.21,212.62,215.83,370.5,371.04,373.28,19.33,5.16,14.2,2219.39,98.54,95.79,86.26,270.11,9233506,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:31:05,2025-03-09 02:31:05,1,210.47,216.37,216.41,369.64,374.79,369.67,26.89,28.91,18.02,4216.98,87.34,97.72,97.92,704.03,9233512,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:31:10,2025-03-09 02:31:10,1,213.6,214.53,211.72,370.77,369.13,368.33,29.44,19.82,8.93,3315.62,92.03,99.84,94.94,449.13,9233516,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:31:15,2025-03-09 02:31:15,1,213.73,214.76,214.24,371.08,371.52,370.62,15.0,16.58,5.24,2103.81,95.88,90.74,97.63,528.19,9233519,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:31:20,2025-03-09 02:31:20,1,212.0,216.4,216.24,370.99,374.67,370.85,22.02,24.72,5.31,2977.25,93.19,86.44,99.42,854.26,9233523,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:31:25,2025-03-09 02:31:25,1,212.05,213.62,213.25,368.63,369.67,368.31,16.14,6.78,12.32,1999.15,86.19,87.82,85.49,381.09,9233526,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:31:30,2025-03-09 02:31:30,1,218.08,216.11,217.77,376.01,375.74,377.45,10.68,17.73,20.72,2846.22,98.43,86.48,88.23,285.15,9233530,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:31:35,2025-03-09 02:31:35,1,210.5,216.05,210.57,369.39,369.45,364.65,8.29,5.27,18.84,1826.6,99.2,99.78,86.77,189.35,9233533,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:31:40,2025-03-09 02:31:40,1,213.22,210.34,216.56,366.8,369.7,372.19,26.43,19.5,20.61,3786.57,87.55,96.53,96.24,761.76,9233538,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:31:45,2025-03-09 02:31:45,1,213.91,210.21,219.42,367.29,372.06,375.27,17.28,25.26,22.59,3724.15,93.48,89.88,98.06,571.49,9233543,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:31:50,2025-03-09 02:31:50,1,214.09,214.71,213.18,371.34,370.56,370.02,25.23,24.73,11.26,3496.95,91.27,85.48,86.91,952.69,9233548,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:31:55,2025-03-09 02:31:55,1,214.87,214.69,217.76,372.0,374.5,374.66,13.07,12.54,14.75,2322.64,98.0,98.02,87.09,412.79,9233551,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:32:00,2025-03-09 02:32:00,1,216.05,216.28,219.71,374.39,377.57,377.37,27.78,8.1,25.45,3559.34,86.64,95.75,93.54,766.89,9233556,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:32:05,2025-03-09 02:32:05,1,210.45,214.06,213.86,367.63,370.58,367.45,13.73,25.51,5.99,2568.46,97.6,89.4,94.5,526.86,9233560,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:32:10,2025-03-09 02:32:10,1,215.46,218.48,214.72,375.79,375.16,372.54,21.79,6.65,16.07,2559.99,92.16,96.22,98.25,667.56,9233563,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:32:15,2025-03-09 02:32:15,1,217.36,215.23,218.0,374.62,375.18,377.02,22.08,22.46,27.43,4163.85,97.44,88.52,93.96,855.52,9233569,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:32:20,2025-03-09 02:32:20,1,213.94,211.81,213.05,368.7,367.93,369.78,27.28,16.54,23.74,3839.55,87.59,90.76,95.25,437.29,9233574,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:32:25,2025-03-09 02:32:25,1,214.33,215.05,218.64,371.84,375.57,374.95,19.78,22.46,29.37,4130.42,93.9,90.52,97.12,865.76,9233580,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:32:30,2025-03-09 02:32:30,1,218.28,219.21,216.31,378.86,377.17,376.36,16.06,14.16,17.84,2791.67,91.88,93.25,88.9,411.26,9233584,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:32:35,2025-03-09 02:32:35,1,214.73,218.74,210.89,375.38,372.06,368.59,27.34,21.4,11.36,3452.96,94.9,87.24,90.22,503.08,9233589,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:32:40,2025-03-09 02:32:40,1,217.13,216.35,217.15,375.39,375.41,376.09,9.77,26.28,28.37,3724.39,91.71,94.45,91.86,490.84,9233594,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:32:45,2025-03-09 02:32:45,1,214.26,217.45,210.62,373.86,370.71,367.95,6.05,6.07,29.46,2352.45,98.38,93.4,97.05,349.06,9233597,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:32:50,2025-03-09 02:32:50,1,218.12,210.68,212.94,371.34,366.85,373.3,9.67,15.38,27.59,2993.18,86.05,85.51,87.68,645.48,9233601,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:32:55,2025-03-09 02:32:55,1,214.72,214.22,214.57,371.46,371.34,371.76,6.53,8.33,18.4,1903.09,97.73,97.66,94.69,323.79,9233604,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:33:00,2025-03-09 02:33:00,1,216.52,218.12,217.64,376.4,377.37,375.98,20.27,26.5,6.17,3069.71,87.89,90.1,86.39,416.13,9233608,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:33:05,2025-03-09 02:33:05,1,210.07,218.49,215.25,371.13,375.62,368.32,27.79,9.14,6.95,2488.23,97.51,91.94,87.97,667.61,9233612,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:33:10,2025-03-09 02:33:10,1,219.76,210.77,211.5,372.84,365.69,373.48,11.59,10.99,17.41,2279.07,87.52,88.09,85.95,655.39,9233615,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:33:15,2025-03-09 02:33:15,1,211.46,212.41,210.1,367.08,365.89,365.07,29.79,10.38,14.87,3100.32,98.69,91.3,97.51,739.92,9233619,accumActiveEnergy decreased,-3038.0
13(3호기),2025-03-09 10:33:20,2025-03-09 02:33:20,1,215.89,219.79,210.89,377.3,372.97,369.59,14.46,10.12,15.42,2293.05,87.88,97.19,98.72,521.02,9233622,accumActiveEnergy decreased,-3039.0
13(3호기),2025-03-09 10:33:25,2025-03-09 02:33:25,1,216.99,214.74,218.36,373.88,375.07,377.02,9.72,5.95,11.72,1585.18,93.22,92.63,90.88,210.67,9233625,accumActiveEnergy decreased,-3041.0
13(3호기),2025-03-09 10:33:30,2025-03-09 02:33:30,1,215.62,216.66,210.47,374.35,369.89,369.0,19.37,11.39,26.65,3267.98,88.45,91.03,90.08,710.19,9233629,accumActiveEnergy decreased,-3039.0
13(3호기),2025-03-09 10:33:35,2025-03-09 02:33:35,1,211.22,210.38,213.33,365.1,366.93,367.66,27.68,10.96,15.84,3075.27,97.67,95.95,96.44,812.34,9233633,accumActiveEnergy decreased,-3039.0
13(3호기),2025-03-09 10:33:40,2025-03-09 02:33:40,1,217.91,214.65,219.47,374.6,375.95,378.77,5.99,19.46,5.04,1757.0,96.63,93.07,97.27,376.91,9233636,accumActiveEnergy decreased,-3041.0
13(3호기),2025-03-09 10:33:45,2025-03-09 02:33:45,1,210.45,214.49,216.47,368.0,373.21,369.71,17.35,20.22,12.97,2879.26,92.01,88.85,97.44,614.57,9233640,accumActiveEnergy decreased,-3041.0
13(3호기),2025-03-09 10:33:50,2025-03-09 02:33:50,1,213.06,211.73,216.33,367.87,370.7,371.85,17.93,20.32,28.63,3817.61,99.66,85.65,90.09,466.28,9233645,accumActiveEnergy decreased,-3039.0
13(3호기),2025-03-09 10:33:55,2025-03-09 02:33:55,1,217.82,214.43,218.53,374.32,374.94,377.87,28.75,29.61,13.03,4122.18,87.02,99.38,93.18,1207.04,9233651,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:34:00,2025-03-09 02:34:00,1,211.63,215.78,213.83,370.13,372.04,368.45,18.35,29.1,27.28,4265.56,85.51,85.14,96.37,555.85,9233657,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:34:05,2025-03-09 02:34:05,1,217.84,217.81,210.69,377.28,371.09,371.11,28.81,29.56,8.58,3872.61,96.81,99.13,93.76,994.23,9233662,accumActiveEnergy decreased,-3035.0
